"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1431","BK-264: should reject a status change that moves backward or repeats the current status (""closed->in_progress"")","smoke","2026-08-17","passed","2026-08-17","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","75","BK-166: should fail without token","smoke","2026-08-17","passed","2026-08-17","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","639","should access user info via API with session token","smoke","2026-08-17","passed","2026-08-17","Session Bootstrap: Dashboard Access","e2e/dashboard/dashboard.test.ts","",""
"","577","BK-166: should be able to re-authenticate","smoke","2026-08-17","passed","2026-08-17","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","1239","BK-264: should reject a status change that skips a lifecycle stage (""in_progress->closed"")","smoke","2026-08-17","passed","2026-08-17","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","947","BK-6: should reject workspace switch given the user has no active membership","smoke","2026-08-17","passed","2026-08-17","BK-6: Workspace Switch API","integration/workspace/switchActiveWorkspace.test.ts","",""
"","1034","BK-264: should reject a status change that moves backward or repeats the current status (""in_progress->in_progress (same-status)"")","smoke","2026-08-17","passed","2026-08-17","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","957","BK-6: should reject workspace switch given the user has a suspended membership","smoke","2026-08-17","passed","2026-08-17","BK-6: Workspace Switch API","integration/workspace/switchActiveWorkspace.test.ts","",""
"","1344","should load dashboard with authenticated session","smoke","2026-08-17","passed","2026-08-17","Session Bootstrap: Dashboard Access","e2e/dashboard/dashboard.test.ts","",""
"","996","BK-6: should update active workspace context when switching to a workspace given the user is an active member","smoke","2026-08-17","passed","2026-08-17","BK-6: Workspace Switch API","integration/workspace/switchActiveWorkspace.test.ts","",""
"","934","BK-264: should set assignee when assigning an open bug to an eligible member given the target role is ""member""","smoke","2026-08-17","passed","2026-08-17","BK-264: Bug Assignment API","integration/bugs/assignBug.test.ts","",""
"","834","BK-264: should set assignee when assigning an open bug to an eligible member given the target role is ""owner""","smoke","2026-08-17","passed","2026-08-17","BK-264: Bug Assignment API","integration/bugs/assignBug.test.ts","",""
"","4138","UI Setup: authenticate via UI","ui-setup","2026-08-17","passed","2026-08-17","","setup/ui-auth.setup.ts","",""
"","2782","API Setup: authenticate via API","api-setup","2026-08-17","passed","2026-08-17","","setup/api-auth.setup.ts","",""
"","1121","BK-264: should reject a status change that skips a lifecycle stage (""open->closed"")","smoke","2026-08-17","passed","2026-08-17","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","1219","BK-264: should reject a status change that moves backward or repeats the current status (""in_progress->open"")","smoke","2026-08-17","passed","2026-08-17","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","4","Global Teardown: generate reports and sync TMS","global-teardown","2026-08-17","passed","2026-08-17","","teardown/global.teardown.ts","",""
"","2692","BK-264: should advance status through every legal forward transition","smoke","2026-08-17","passed","2026-08-17","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","253","BK-166: should get current user with valid token","smoke","2026-08-17","passed","2026-08-17","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","4","Global Setup: prepare environment","global-setup","2026-08-17","passed","2026-08-17","","setup/global.setup.ts","",""
"","1128","BK-264: should reject a status change that skips a lifecycle stage (""open->resolved"")","smoke","2026-08-17","passed","2026-08-17","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","1288","BK-264: should reject a status change that moves backward or repeats the current status (""resolved->open"")","smoke","2026-08-17","passed","2026-08-17","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
