"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","372","BK-166: should get current user with valid token","integration","2026-08-16","passed","2026-08-16","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","1974","BK-264: should reject a status change that skips a lifecycle stage (""in_progress->closed"")","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","3","Global Teardown: generate reports and sync TMS","global-teardown","2026-08-16","passed","2026-08-16","","teardown/global.teardown.ts","",""
"","1738","BK-264: should update the assignee when reassigning to a different eligible member","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Reassign/Unassign API","integration/bugs/reassignAndUnassign.test.ts","",""
"","1231","BK-264: should reject a write action when the actor is Viewer-role given action is ""status-change""","integration","2026-08-16","failed","2026-08-16","BK-264: Bug Write Authorization API","integration/bugs/rejectViewerWrite.test.ts","",""
"","1498","BK-264: should write a notifications row given a bug is assigned","integration","2026-08-16","failed","2026-08-16","BK-264: Bug Assignment Notification Contract API","integration/bugs/assignTriggersNotification.test.ts","",""
"","1043","API Setup: authenticate via API","api-setup","2026-08-16","passed","2026-08-16","","setup/api-auth.setup.ts","",""
"","2197","BK-264: should reject a status change that moves backward or repeats the current status (""in_progress->open"")","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","4","Global Setup: prepare environment","global-setup","2026-08-16","passed","2026-08-16","","setup/global.setup.ts","",""
"","1746","BK-264: should reject a status change that moves backward or repeats the current status (""in_progress->in_progress (same-status)"")","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","1885","BK-264: should reject a status change that skips a lifecycle stage (""open->resolved"")","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","2891","BK-264: should keep status unchanged when reassigning a closed bug","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Field Independence API","integration/bugs/fieldIndependence.test.ts","",""
"","1245","BK-264: should set assignee when assigning an open bug to an eligible member given the target role is ""member""","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Assignment API","integration/bugs/assignBug.test.ts","",""
"","957","BK-166: should be able to re-authenticate","integration","2026-08-16","passed","2026-08-16","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","1306","BK-264: should set assignee when assigning an open bug to an eligible member given the target role is ""owner""","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Assignment API","integration/bugs/assignBug.test.ts","",""
"","1506","BK-6: should reject workspace switch given the user has a suspended membership","integration","2026-08-16","passed","2026-08-16","BK-6: Workspace Switch API","integration/workspace/switchActiveWorkspace.test.ts","",""
"","1708","BK-264: should reject a status change that skips a lifecycle stage (""open->closed"")","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","1540","BK-6: should update active workspace context when switching to a workspace given the user is an active member","integration","2026-08-16","passed","2026-08-16","BK-6: Workspace Switch API","integration/workspace/switchActiveWorkspace.test.ts","",""
"","1756","BK-264: should reject assignment given the target is not a workspace member","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Assignment Rejection API","integration/bugs/assignmentRejections.test.ts","",""
"","1796","BK-264: should clear the assignee when unassigning","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Reassign/Unassign API","integration/bugs/reassignAndUnassign.test.ts","",""
"","1644","BK-6: should reject workspace switch given the user has no active membership","integration","2026-08-16","passed","2026-08-16","BK-6: Workspace Switch API","integration/workspace/switchActiveWorkspace.test.ts","",""
"","278","BK-166: should fail without token","integration","2026-08-16","passed","2026-08-16","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","2031","BK-264: should reject a status change that moves backward or repeats the current status (""resolved->open"")","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","1498","BK-264: should reject assignment given the target is a Viewer-role member","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Assignment Rejection API","integration/bugs/assignmentRejections.test.ts","",""
"","886","BK-264: should return a non-disclosing 404 given the bug does not exist or is outside the caller's workspace (""nonexistent-id"")","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Non-Disclosing 404 API","integration/bugs/notDisclosingNotFound.test.ts","",""
"","1211","BK-264: should reject a write action when the actor is Viewer-role given action is ""assign""","integration","2026-08-16","failed","2026-08-16","BK-264: Bug Write Authorization API","integration/bugs/rejectViewerWrite.test.ts","",""
"","2503","BK-264: should reject a status change that moves backward or repeats the current status (""closed->in_progress"")","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","1848","BK-264: should keep assignee unchanged when advancing status","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Field Independence API","integration/bugs/fieldIndependence.test.ts","",""
"","1564","BK-264: should advance status through every legal forward transition","integration","2026-08-16","failed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","904","BK-264: should return a non-disclosing 404 given the bug does not exist or is outside the caller's workspace (""foreign-workspace-id"")","integration","2026-08-16","passed","2026-08-16","BK-264: Bug Non-Disclosing 404 API","integration/bugs/notDisclosingNotFound.test.ts","",""
