"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","Global Teardown: generate reports and sync TMS","global-teardown","2026-08-16","passed","2026-08-16","","teardown/global.teardown.ts","",""
"","1479","BK-264: should set assignee when assigning an open bug to an eligible member given the target role is ""member""","smoke","2026-08-16","passed","2026-08-16","BK-264: Bug Assignment API","integration/bugs/assignBug.test.ts","",""
"","1740","BK-6: should reject workspace switch given the user has no active membership","smoke","2026-08-16","passed","2026-08-16","BK-6: Workspace Switch API","integration/workspace/switchActiveWorkspace.test.ts","",""
"","524","BK-166: should get current user with valid token","smoke","2026-08-16","passed","2026-08-16","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","1926","should load dashboard with authenticated session","smoke","2026-08-16","passed","2026-08-16","Session Bootstrap: Dashboard Access","e2e/dashboard/dashboard.test.ts","",""
"","1937","BK-264: should reject a status change that moves backward or repeats the current status (""in_progress->open"")","smoke","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","1668","BK-6: should update active workspace context when switching to a workspace given the user is an active member","smoke","2026-08-16","passed","2026-08-16","BK-6: Workspace Switch API","integration/workspace/switchActiveWorkspace.test.ts","",""
"","5770","UI Setup: authenticate via UI","ui-setup","2026-08-16","passed","2026-08-16","","setup/ui-auth.setup.ts","",""
"","1842","BK-264: should advance status through every legal forward transition","smoke","2026-08-16","failed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","2078","BK-264: should reject a status change that moves backward or repeats the current status (""in_progress->in_progress (same-status)"")","smoke","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","217","BK-166: should fail without token","smoke","2026-08-16","passed","2026-08-16","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","1862","BK-264: should reject a status change that skips a lifecycle stage (""open->resolved"")","smoke","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","2624","BK-264: should reject a status change that moves backward or repeats the current status (""closed->in_progress"")","smoke","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","831","BK-166: should be able to re-authenticate","smoke","2026-08-16","passed","2026-08-16","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","2378","BK-264: should reject a status change that skips a lifecycle stage (""in_progress->closed"")","smoke","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","3002","API Setup: authenticate via API","api-setup","2026-08-16","passed","2026-08-16","","setup/api-auth.setup.ts","",""
"","2499","BK-264: should reject a status change that moves backward or repeats the current status (""resolved->open"")","smoke","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","2756","BK-6: should reject workspace switch given the user has a suspended membership","smoke","2026-08-16","passed","2026-08-16","BK-6: Workspace Switch API","integration/workspace/switchActiveWorkspace.test.ts","",""
"","1836","BK-264: should reject a status change that skips a lifecycle stage (""open->closed"")","smoke","2026-08-16","passed","2026-08-16","BK-264: Bug Status Transition API","integration/bugs/statusTransitions.test.ts","",""
"","815","should access user info via API with session token","smoke","2026-08-16","passed","2026-08-16","Session Bootstrap: Dashboard Access","e2e/dashboard/dashboard.test.ts","",""
"","1551","BK-264: should set assignee when assigning an open bug to an eligible member given the target role is ""owner""","smoke","2026-08-16","passed","2026-08-16","BK-264: Bug Assignment API","integration/bugs/assignBug.test.ts","",""
"","5","Global Setup: prepare environment","global-setup","2026-08-16","passed","2026-08-16","","setup/global.setup.ts","",""
